Customer_ID,Tenure_Months,Contract_Type,Service_Tier,Payment_Method,Autopay_Enrolled,Monthly_Charges,Total_Charges,Avg_Monthly_Usage_GB,Num_Support_Tickets,Satisfaction_Score,Num_Addon_Services,Churn
CUST202678,34,Month-to-Month,Premium,Bank Transfer,1,90.65,3042.32,73.5,0,5,1,No
CUST202679,29,One Year,Standard,Credit Card,0,51.96,1506.36,53.1,2,3,1,Yes
CUST202680,13,Month-to-Month,Premium,Credit Card,1,92.38,1181.97,110.5,2,2,2,Yes
CUST202681,23,Two Year,Premium,Bank Transfer,0,104.21,2368.13,82.6,0,5,1,No
CUST202682,6,One Year,Basic,Bank Transfer,1,23.82,139.78,41.4,0,4,0,No
CUST202683,24,Two Year,Premium,Digital Wallet,1,106.57,2382.62,92.6,0,3,0,No
CUST202684,62,Two Year,Basic,Credit Card,1,28.4,1652.94,26.3,0,3,4,No
CUST202685,30,One Year,Standard,Bank Transfer,1,54.1,1507.62,46.8,2,4,0,No
CUST202686,43,One Year,Basic,Mailed Check,1,24.9,992.77,15.7,2,4,2,No
CUST202687,24,Month-to-Month,Premium,Bank Transfer,1,99.95,2244.62,97.5,0,4,0,No
CUST202688,36,One Year,Premium,Digital Wallet,0,84.1,2968.18,112.7,2,4,0,No
CUST202689,13,One Year,Basic,Digital Wallet,1,23.54,291.43,35.8,3,3,4,No
CUST202690,22,Two Year,Standard,Credit Card,1,51.8,1086.42,52.7,1,2,2,No
CUST202691,10,One Year,Standard,Credit Card,1,57.87,558.0,55.1,0,4,0,Yes
CUST202692,31,One Year,Basic,Mailed Check,0,29.51,853.46,30.5,1,3,1,No
CUST202693,26,One Year,Standard,Bank Transfer,1,62.49,1544.18,68.1,2,4,1,No
CUST202694,9,One Year,Standard,Credit Card,0,56.27,499.31,48.5,2,4,1,No
CUST202695,34,Month-to-Month,Basic,Credit Card,0,23.56,767.54,45.8,1,4,0,Yes
CUST202696,27,Two Year,Standard,Credit Card,1,57.11,1433.83,55.3,2,3,0,No
CUST202697,20,Month-to-Month,Standard,Mailed Check,0,57.18,1056.21,36.0,3,3,0,Yes
CUST202698,6,Month-to-Month,Premium,Credit Card,1,95.89,572.99,98.4,3,5,0,Yes
CUST202699,63,Month-to-Month,Standard,Digital Wallet,1,50.61,3148.72,35.0,2,2,1,No
CUST202700,8,Month-to-Month,Standard,Digital Wallet,0,62.73,468.6,71.8,1,2,0,Yes
CUST202701,72,Month-to-Month,Standard,Mailed Check,1,55.02,3667.38,49.3,0,4,2,No
CUST202702,24,One Year,Premium,Digital Wallet,1,83.99,2005.97,112.6,1,3,1,No
CUST202703,12,Month-to-Month,Basic,Bank Transfer,1,19.92,222.44,15.2,2,4,3,No
CUST202704,17,One Year,Standard,Credit Card,0,65.46,1102.34,73.3,1,2,2,No
CUST202705,10,Two Year,Basic,Mailed Check,1,21.15,203.37,13.3,4,3,3,Yes
CUST202706,39,One Year,Premium,Credit Card,1,103.24,3978.55,107.7,0,3,1,No
CUST202707,15,One Year,Basic,Digital Wallet,1,27.25,379.18,53.3,2,2,2,No
CUST202708,66,Month-to-Month,Premium,Digital Wallet,0,87.88,5657.46,113.8,0,4,2,No
CUST202709,48,Two Year,Standard,Mailed Check,1,53.06,2425.13,13.9,1,3,1,No
CUST202710,2,Month-to-Month,Basic,Credit Card,1,30.01,57.66,28.0,0,2,3,No
CUST202711,35,One Year,Basic,Credit Card,0,24.57,836.85,41.5,2,2,4,Yes
CUST202712,23,One Year,Standard,Credit Card,1,58.44,1288.85,74.8,1,5,0,No
CUST202713,21,Month-to-Month,Premium,Credit Card,1,98.8,1987.27,106.2,1,5,1,No
CUST202714,16,Month-to-Month,Basic,Credit Card,0,20.24,323.48,19.9,1,1,2,No
CUST202715,72,Month-to-Month,Standard,Digital Wallet,1,48.82,3321.23,35.5,4,4,0,No
CUST202716,60,Month-to-Month,Basic,Digital Wallet,1,20.64,1205.62,13.2,1,3,0,No
CUST202717,8,Month-to-Month,Premium,Bank Transfer,0,95.37,718.72,68.7,2,2,2,No
CUST202718,35,Month-to-Month,Standard,Digital Wallet,1,59.1,1925.37,57.6,1,5,2,No
CUST202719,17,Month-to-Month,Standard,Credit Card,0,60.59,985.42,29.1,4,2,4,Yes
CUST202720,36,Month-to-Month,Premium,Bank Transfer,0,82.75,2799.28,101.0,0,4,1,No
CUST202721,37,Two Year,Standard,Credit Card,1,59.12,2158.78,63.4,3,4,2,No
CUST202722,20,Month-to-Month,Basic,Credit Card,0,27.3,536.69,34.8,1,3,0,No
CUST202723,8,Two Year,Standard,Digital Wallet,0,51.28,408.36,57.9,3,3,0,No
CUST202724,20,Month-to-Month,Premium,Digital Wallet,1,101.46,2022.61,110.3,4,2,0,No
CUST202725,53,Month-to-Month,Basic,Credit Card,1,24.56,1227.92,24.7,1,3,1,Yes
CUST202726,45,Two Year,Standard,Credit Card,1,63.51,2728.17,64.2,0,3,0,No
CUST202727,15,One Year,Basic,Digital Wallet,0,25.09,359.67,16.9,1,4,0,No
CUST202728,18,Month-to-Month,Standard,Digital Wallet,0,55.91,1002.92,46.7,0,4,2,Yes
CUST202729,15,Two Year,Basic,Credit Card,0,35.86,505.48,32.0,1,5,1,No
CUST202730,31,Month-to-Month,Premium,Bank Transfer,0,88.59,2692.84,96.1,2,4,1,Yes
CUST202731,72,One Year,Premium,Credit Card,0,93.09,6577.56,88.6,1,3,1,No
CUST202732,21,One Year,Premium,Credit Card,1,105.14,2081.96,97.2,1,4,1,No
CUST202733,15,One Year,Standard,Digital Wallet,1,60.99,865.05,42.1,1,4,1,No
CUST202734,72,One Year,Standard,Credit Card,1,46.82,3273.22,59.3,4,1,1,Yes
CUST202735,45,Two Year,Premium,Mailed Check,1,97.38,4197.54,100.2,0,4,1,No
CUST202736,9,One Year,Premium,Credit Card,0,99.11,829.22,97.6,2,3,2,No
CUST202737,40,Month-to-Month,Basic,Mailed Check,0,27.0,1057.66,28.9,2,4,2,No
CUST202738,48,One Year,Standard,Credit Card,1,48.21,2272.75,46.5,3,4,0,No
CUST202739,21,Month-to-Month,Standard,Bank Transfer,1,64.53,1268.21,42.4,1,3,0,No
CUST202740,21,Month-to-Month,Basic,Digital Wallet,1,15.36,304.29,9.4,1,3,1,Yes
CUST202741,44,Month-to-Month,Standard,Digital Wallet,1,47.86,2051.48,49.7,1,4,0,Yes
CUST202742,14,One Year,Premium,Credit Card,1,84.53,1138.68,82.7,1,4,1,No
CUST202743,18,Month-to-Month,Basic,Mailed Check,0,20.57,341.55,29.2,1,3,0,Yes
CUST202744,10,Month-to-Month,Basic,Credit Card,1,30.79,306.69,22.7,2,2,1,No
CUST202745,29,Month-to-Month,Premium,Bank Transfer,1,96.57,2787.96,67.2,2,4,0,No
CUST202746,10,One Year,Premium,Digital Wallet,1,95.28,952.21,103.8,2,4,2,No
CUST202747,65,One Year,Basic,Bank Transfer,0,27.84,1665.96,2.0,0,3,0,No
CUST202748,35,Two Year,Premium,Credit Card,0,101.95,3556.13,106.6,0,3,2,No
CUST202749,18,Month-to-Month,Basic,Bank Transfer,0,30.58,519.77,20.6,4,3,2,No
CUST202750,16,Month-to-Month,Premium,Digital Wallet,0,86.43,1352.09,77.7,2,3,2,Yes
CUST202751,72,Month-to-Month,Standard,Credit Card,0,55.65,3838.72,44.1,2,4,3,No
CUST202752,14,Two Year,Standard,Bank Transfer,1,52.96,730.69,62.5,1,3,1,No
CUST202753,44,Two Year,Basic,Credit Card,0,28.93,1205.25,20.8,0,4,1,No
CUST202754,43,Month-to-Month,Basic,Credit Card,1,29.54,1182.28,51.1,0,3,4,No
CUST202755,35,Two Year,Standard,Credit Card,1,48.4,1673.0,55.8,1,4,0,No
CUST202756,10,Month-to-Month,Standard,Mailed Check,0,48.0,466.98,35.5,1,5,0,No
CUST202757,25,Two Year,Premium,Credit Card,1,106.25,2542.17,101.5,2,3,1,No
CUST202758,39,One Year,Premium,Credit Card,1,78.74,2910.63,100.0,1,3,3,No
CUST202759,62,Two Year,Standard,Credit Card,1,64.17,3673.75,81.4,0,3,3,No
CUST202760,46,One Year,Basic,Credit Card,0,29.8,1359.6,2.0,2,1,1,No
CUST202761,5,Month-to-Month,Standard,Digital Wallet,1,64.44,300.18,51.9,0,3,0,No
CUST202762,18,Two Year,Premium,Bank Transfer,1,81.63,1389.39,76.9,5,1,1,Yes
CUST202763,11,Month-to-Month,Standard,Credit Card,1,40.53,436.86,59.8,0,4,2,Yes
CUST202764,28,One Year,Basic,Bank Transfer,1,22.91,612.59,4.7,0,3,2,No
CUST202765,15,Month-to-Month,Basic,Digital Wallet,0,21.01,312.53,16.7,2,4,1,No
CUST202766,28,Month-to-Month,Basic,Credit Card,0,30.95,804.15,32.1,2,3,0,Yes
CUST202767,20,Month-to-Month,Basic,Digital Wallet,1,24.72,473.14,38.4,1,3,0,No
CUST202768,18,Two Year,Basic,Credit Card,1,23.19,394.81,18.1,4,3,1,Yes
CUST202769,72,Month-to-Month,Premium,Bank Transfer,1,84.77,6092.32,72.3,1,5,1,No
CUST202770,19,Month-to-Month,Basic,Mailed Check,1,27.85,493.99,10.5,4,4,2,No
CUST202771,26,Two Year,Basic,Mailed Check,1,26.9,686.67,5.6,0,4,1,No
CUST202772,46,Month-to-Month,Premium,Mailed Check,1,94.58,4005.95,93.1,1,4,2,No
CUST202773,72,Month-to-Month,Basic,Credit Card,0,28.03,1984.09,19.3,1,3,2,No
CUST202774,35,Month-to-Month,Standard,Digital Wallet,1,52.33,1698.3,49.5,1,3,1,Yes
CUST202775,63,One Year,Standard,Digital Wallet,0,52.18,3228.43,43.1,1,5,1,No
CUST202776,7,Two Year,Basic,Digital Wallet,0,26.52,173.77,17.6,0,4,2,No
CUST202777,3,Month-to-Month,Basic,Digital Wallet,1,17.33,51.52,33.8,2,3,0,Yes
CUST202778,14,Month-to-Month,Premium,Digital Wallet,0,99.19,1313.31,89.3,2,4,1,No
CUST202779,20,Two Year,Standard,Mailed Check,0,47.7,928.84,62.5,3,4,0,No
CUST202780,42,One Year,Premium,Credit Card,1,101.78,4066.86,100.8,0,3,2,No
CUST202781,38,Two Year,Standard,Credit Card,0,50.13,1753.99,71.4,0,4,2,No
CUST202782,16,Month-to-Month,Standard,Bank Transfer,1,40.44,643.48,61.2,4,3,1,No
CUST202783,24,Month-to-Month,Premium,Digital Wallet,1,100.79,2412.67,77.3,3,3,1,No
CUST202784,43,Two Year,Premium,Digital Wallet,0,91.3,3883.06,74.4,2,4,0,No
CUST202785,16,Month-to-Month,Basic,Bank Transfer,0,20.08,308.38,18.5,0,4,1,No
CUST202786,25,Month-to-Month,Premium,Credit Card,1,89.76,2202.3,91.0,1,3,2,Yes
CUST202787,49,Month-to-Month,Standard,Credit Card,0,48.94,2338.71,36.3,0,3,0,No
CUST202788,21,Month-to-Month,Basic,Bank Transfer,1,23.61,487.22,23.6,3,4,1,No
CUST202789,35,Month-to-Month,Standard,Digital Wallet,1,61.01,1969.82,57.1,0,4,1,Yes
CUST202790,45,Month-to-Month,Standard,Mailed Check,0,57.37,2517.77,71.7,1,4,2,Yes
CUST202791,10,Month-to-Month,Standard,Credit Card,1,50.63,480.82,52.6,0,2,0,No
CUST202792,18,Month-to-Month,Standard,Bank Transfer,0,68.89,1193.66,33.2,2,4,0,Yes
CUST202793,17,One Year,Premium,Bank Transfer,1,97.9,1535.59,72.6,1,4,3,No
CUST202794,37,Month-to-Month,Premium,Digital Wallet,1,93.44,3397.15,80.3,1,4,0,No
CUST202795,14,Month-to-Month,Basic,Bank Transfer,1,19.12,251.72,66.0,1,3,2,Yes
CUST202796,36,One Year,Standard,Digital Wallet,1,65.56,2350.15,51.2,1,4,0,No
CUST202797,65,One Year,Basic,Digital Wallet,0,20.58,1255.33,25.3,0,5,3,No
CUST202798,58,Month-to-Month,Standard,Credit Card,1,59.86,3282.3,40.3,0,5,0,No
CUST202799,27,Month-to-Month,Premium,Digital Wallet,1,92.64,2420.18,108.5,0,5,0,No
CUST202800,31,Two Year,Premium,Credit Card,1,90.2,2792.36,81.2,1,5,2,No
CUST202801,20,Two Year,Premium,Digital Wallet,1,88.51,1641.4,80.3,1,3,1,No
CUST202802,14,Month-to-Month,Basic,Credit Card,1,28.58,385.25,29.7,1,3,1,No
CUST202803,56,Month-to-Month,Standard,Bank Transfer,1,64.03,3411.61,48.6,2,3,0,Yes
CUST202804,69,Month-to-Month,Standard,Credit Card,0,61.94,4218.28,88.8,1,2,0,No
CUST202805,51,Month-to-Month,Standard,Credit Card,1,62.32,2995.79,48.7,3,3,0,Yes
CUST202806,41,Month-to-Month,Standard,Credit Card,1,54.4,2064.3,76.2,2,4,0,Yes
CUST202807,72,Month-to-Month,Standard,Bank Transfer,0,61.6,4159.69,38.9,1,3,1,No
CUST202808,9,Month-to-Month,Basic,Bank Transfer,1,30.32,263.11,23.0,1,3,2,No
CUST202809,42,Month-to-Month,Standard,Credit Card,0,61.08,2563.32,49.3,2,2,1,Yes
CUST202810,20,Month-to-Month,Basic,Mailed Check,1,16.89,315.76,36.1,0,3,0,Yes
CUST202811,51,Month-to-Month,Basic,Credit Card,0,16.25,792.34,37.1,3,3,2,No
CUST202812,15,One Year,Standard,Bank Transfer,0,59.07,870.16,42.0,1,2,2,No
CUST202813,52,Two Year,Basic,Credit Card,1,15.0,729.0,45.7,1,2,1,No
CUST202814,12,Two Year,Standard,Credit Card,1,52.35,616.78,60.3,1,3,2,No
CUST202815,24,Month-to-Month,Standard,Bank Transfer,1,57.59,1340.33,36.1,3,4,0,No
CUST202816,72,Two Year,Standard,Bank Transfer,1,58.86,3951.72,60.0,2,3,1,No
CUST202817,21,One Year,Standard,Credit Card,1,61.93,1212.87,54.1,0,4,1,No
CUST202818,15,Month-to-Month,Premium,Bank Transfer,0,101.11,1442.58,105.3,1,5,0,Yes
CUST202819,8,Month-to-Month,Premium,Digital Wallet,0,95.21,732.08,99.2,2,3,1,Yes
CUST202820,12,One Year,Basic,Digital Wallet,1,26.57,303.84,13.7,1,3,1,No
CUST202821,36,One Year,Premium,Credit Card,1,103.67,3682.07,110.4,2,5,1,No
CUST202822,11,One Year,Premium,Mailed Check,0,87.07,953.26,64.6,2,3,1,Yes
CUST202823,71,Month-to-Month,Standard,Credit Card,0,46.03,3077.9,43.9,3,3,2,No
CUST202824,20,One Year,Standard,Bank Transfer,1,53.74,1044.34,58.3,3,1,1,No
CUST202825,28,One Year,Premium,Bank Transfer,1,105.04,2748.65,84.6,1,3,1,Yes
CUST202826,40,One Year,Standard,Digital Wallet,1,64.42,2463.27,54.7,1,4,0,Yes
CUST202827,14,Month-to-Month,Premium,Digital Wallet,0,102.7,1378.29,90.3,2,4,1,No
CUST202828,7,Month-to-Month,Premium,Bank Transfer,1,97.82,663.02,82.2,2,2,0,Yes
CUST202829,1,Month-to-Month,Basic,Mailed Check,1,27.16,26.14,35.0,0,4,3,No
CUST202830,12,Month-to-Month,Standard,Credit Card,0,44.61,525.69,44.6,3,3,2,Yes
CUST202831,43,Month-to-Month,Basic,Bank Transfer,1,27.73,1173.0,5.9,2,5,2,No
CUST202832,21,Month-to-Month,Standard,Bank Transfer,0,54.41,1110.37,72.6,1,3,1,Yes
CUST202833,28,One Year,Basic,Credit Card,1,25.22,677.79,15.5,4,3,3,No
CUST202834,41,Month-to-Month,Premium,Digital Wallet,0,100.17,3918.27,110.1,1,3,1,Yes
CUST202835,36,Two Year,Standard,Mailed Check,0,66.55,2344.46,59.7,2,4,2,No
CUST202836,26,Month-to-Month,Basic,Credit Card,1,31.9,771.72,21.6,2,2,0,Yes
CUST202837,14,Month-to-Month,Basic,Digital Wallet,1,32.96,441.99,28.0,2,2,2,No
CUST202838,34,Month-to-Month,Basic,Bank Transfer,0,28.64,915.6,34.1,0,4,1,No
CUST202839,24,Two Year,Basic,Mailed Check,0,32.37,746.29,20.2,4,2,0,No
CUST202840,7,Month-to-Month,Premium,Credit Card,0,94.56,659.45,65.9,3,4,1,No
CUST202841,49,One Year,Basic,Bank Transfer,1,27.06,1237.48,18.3,2,4,3,No
CUST202842,22,Month-to-Month,Standard,Mailed Check,1,56.97,1202.81,36.0,2,5,1,No
CUST202843,32,One Year,Premium,Bank Transfer,1,112.51,3328.65,98.2,2,2,3,No
CUST202844,19,Month-to-Month,Standard,Credit Card,1,42.14,764.23,60.1,0,4,1,No
CUST202845,72,Two Year,Basic,Digital Wallet,1,22.8,1554.06,8.1,4,3,0,No
CUST202846,40,Month-to-Month,Standard,Credit Card,1,52.12,1961.95,72.8,2,3,1,No
CUST202847,19,Two Year,Standard,Mailed Check,0,52.86,925.21,48.3,1,3,2,No
CUST202848,19,One Year,Standard,Bank Transfer,1,57.23,1066.43,55.5,1,4,0,No
CUST202849,15,One Year,Premium,Bank Transfer,1,99.01,1451.76,89.3,1,4,0,No
CUST202850,15,Month-to-Month,Basic,Credit Card,0,18.84,269.12,15.7,1,3,0,No
CUST202851,13,One Year,Standard,Digital Wallet,1,48.94,592.07,73.8,4,2,1,Yes
CUST202852,70,One Year,Basic,Bank Transfer,1,29.23,1919.22,23.8,1,5,0,No
CUST202853,39,One Year,Standard,Credit Card,0,60.06,2172.66,24.7,0,4,4,No
CUST202854,26,One Year,Basic,Credit Card,1,37.77,913.56,12.0,2,2,0,No
CUST202855,64,Two Year,Standard,Credit Card,1,60.87,3715.95,48.3,1,3,1,Yes
CUST202856,15,One Year,Premium,Bank Transfer,1,94.9,1367.24,104.8,0,3,1,No
CUST202857,45,One Year,Premium,Bank Transfer,0,86.46,3845.31,93.1,0,4,1,No
CUST202858,28,Month-to-Month,Standard,Mailed Check,1,57.12,1545.45,49.8,1,3,2,No
CUST202859,33,Month-to-Month,Standard,Digital Wallet,1,53.46,1637.25,53.1,1,4,1,No
CUST202860,22,One Year,Standard,Credit Card,1,51.47,1054.17,59.9,1,4,2,No
CUST202861,18,Two Year,Basic,Credit Card,0,26.96,482.54,16.7,2,3,2,No
CUST202862,11,One Year,Basic,Bank Transfer,1,22.61,243.6,29.9,0,3,2,No
CUST202863,36,Month-to-Month,Basic,Digital Wallet,0,19.09,677.23,17.7,1,2,2,No
CUST202864,32,Month-to-Month,Standard,Bank Transfer,1,51.5,1524.88,65.4,1,4,3,Yes
CUST202865,31,One Year,Premium,Bank Transfer,1,100.83,2898.22,81.4,1,3,0,No
CUST202866,12,One Year,Premium,Digital Wallet,1,98.23,1126.64,70.1,3,2,3,Yes
CUST202867,31,Two Year,Standard,Bank Transfer,0,69.0,2072.6,57.3,0,5,3,No
CUST202868,25,Two Year,Basic,Credit Card,1,26.02,609.11,18.7,2,4,1,No
CUST202869,65,Two Year,Standard,Credit Card,1,71.28,4386.8,80.9,0,2,1,No
CUST202870,12,One Year,Standard,Bank Transfer,0,53.24,620.72,59.7,1,4,2,No
CUST202871,44,One Year,Basic,Credit Card,1,25.93,1080.57,26.8,0,3,1,No
CUST202872,40,Two Year,Premium,Bank Transfer,1,93.11,3653.7,122.8,1,3,5,No
CUST202873,24,Month-to-Month,Standard,Digital Wallet,1,55.68,1328.4,64.0,2,4,3,No
CUST202874,7,Month-to-Month,Premium,Mailed Check,1,91.33,596.15,83.9,2,4,2,No
CUST202875,14,Month-to-Month,Standard,Digital Wallet,0,65.36,904.68,54.2,6,2,2,Yes
CUST202876,41,One Year,Standard,Digital Wallet,0,56.54,2199.99,54.0,0,3,2,Yes
CUST202877,34,Two Year,Premium,Credit Card,1,94.76,3179.17,113.0,0,3,1,No
CUST202878,12,Month-to-Month,Basic,Digital Wallet,1,19.48,223.78,33.9,0,4,0,Yes
CUST202879,28,Month-to-Month,Basic,Digital Wallet,1,27.82,729.59,23.3,3,4,2,No
CUST202880,72,Month-to-Month,Standard,Credit Card,1,56.23,3816.74,44.1,1,4,2,No
CUST202881,24,One Year,Basic,Bank Transfer,1,21.44,488.68,11.8,1,3,1,Yes
CUST202882,36,Month-to-Month,Premium,Bank Transfer,1,92.39,3202.95,97.0,2,3,0,Yes
CUST202883,10,Month-to-Month,Standard,Digital Wallet,0,57.99,566.47,34.4,0,3,1,Yes
CUST202884,22,Month-to-Month,Basic,Credit Card,1,21.45,460.54,42.1,2,4,1,No
CUST202885,55,Month-to-Month,Standard,Credit Card,1,46.27,2457.82,55.4,2,5,2,No
CUST202886,16,Month-to-Month,Premium,Digital Wallet,1,91.52,1458.24,110.1,3,3,0,Yes
CUST202887,27,One Year,Basic,Digital Wallet,0,27.98,755.44,16.9,1,4,0,No
CUST202888,26,One Year,Standard,Credit Card,0,50.1,1295.88,75.0,2,3,1,No
CUST202889,11,Month-to-Month,Premium,Bank Transfer,0,87.15,924.21,95.0,1,4,2,Yes
CUST202890,30,Month-to-Month,Basic,Bank Transfer,1,24.43,681.02,7.2,2,4,2,No
CUST202891,18,Month-to-Month,Premium,Credit Card,1,89.28,1491.47,112.4,2,3,2,Yes
CUST202892,36,Two Year,Standard,Digital Wallet,1,53.99,1837.5,60.7,2,3,1,No
CUST202893,22,Month-to-Month,Basic,Credit Card,1,31.7,667.33,33.8,0,4,1,No
CUST202894,19,One Year,Standard,Credit Card,0,57.6,1071.7,51.8,2,4,1,No
CUST202895,72,Two Year,Basic,Bank Transfer,0,15.0,1047.97,35.1,1,2,1,No
CUST202896,28,Month-to-Month,Basic,Credit Card,1,25.39,654.46,53.0,1,3,1,Yes
CUST202897,17,Month-to-Month,Premium,Mailed Check,1,89.28,1513.11,106.2,1,5,0,Yes
CUST202898,72,One Year,Standard,Mailed Check,1,57.99,3938.0,54.5,1,3,2,No
CUST202899,35,Month-to-Month,Basic,Bank Transfer,1,29.3,949.93,6.8,1,4,4,No
CUST202900,19,Month-to-Month,Premium,Credit Card,1,101.89,1843.62,84.9,0,4,2,No
CUST202901,14,One Year,Standard,Credit Card,0,59.14,785.62,74.4,0,2,1,No
CUST202902,7,Two Year,Premium,Digital Wallet,0,95.46,636.94,97.9,1,3,0,No
CUST202903,32,One Year,Standard,Mailed Check,0,59.08,1851.31,64.3,2,1,0,No
CUST202904,34,Month-to-Month,Standard,Credit Card,1,46.04,1554.94,66.4,0,1,3,No
CUST202905,11,One Year,Standard,Credit Card,1,49.37,500.9,94.6,2,4,1,No
CUST202906,69,Two Year,Premium,Mailed Check,0,107.71,7059.94,101.8,0,4,1,No
CUST202907,20,Month-to-Month,Standard,Credit Card,1,62.22,1154.39,76.6,0,4,2,No
CUST202908,22,One Year,Basic,Mailed Check,1,15.11,313.98,21.3,0,4,1,No
CUST202909,41,Month-to-Month,Basic,Digital Wallet,1,20.41,792.22,36.0,3,4,1,Yes
CUST202910,30,One Year,Standard,Credit Card,1,44.92,1264.95,60.1,0,3,0,No
CUST202911,18,Month-to-Month,Premium,Credit Card,0,104.37,1731.85,74.1,2,3,2,No
CUST202912,7,Month-to-Month,Premium,Digital Wallet,1,102.73,691.7,85.5,2,5,0,No
CUST202913,26,Month-to-Month,Standard,Digital Wallet,1,53.91,1316.18,35.4,1,3,2,No
CUST202914,19,Two Year,Premium,Mailed Check,0,101.8,1813.71,92.3,0,4,1,No
CUST202915,23,Month-to-Month,Standard,Credit Card,1,52.04,1117.92,63.8,3,3,1,No
CUST202916,11,Month-to-Month,Standard,Bank Transfer,1,59.29,634.23,84.8,1,1,0,Yes
CUST202917,41,One Year,Basic,Digital Wallet,0,21.02,831.11,43.1,0,3,3,No
CUST202918,61,Month-to-Month,Standard,Credit Card,1,46.45,2658.79,73.8,5,3,3,Yes
CUST202919,22,Month-to-Month,Basic,Digital Wallet,1,23.0,480.95,18.1,1,3,2,Yes
CUST202920,71,One Year,Basic,Digital Wallet,0,15.26,1054.95,11.6,1,2,0,No
CUST202921,53,Month-to-Month,Standard,Digital Wallet,1,48.58,2430.29,63.7,3,4,1,No
CUST202922,72,One Year,Basic,Credit Card,0,15.0,1049.59,17.5,1,2,2,No
CUST202923,5,One Year,Premium,Mailed Check,1,92.73,432.79,110.7,2,3,0,No
CUST202924,11,Month-to-Month,Standard,Bank Transfer,0,54.86,578.9,70.1,2,5,4,No
CUST202925,72,Month-to-Month,Standard,Digital Wallet,0,56.76,4016.18,46.5,0,4,1,No
CUST202926,13,One Year,Basic,Bank Transfer,0,23.37,300.68,27.8,2,4,0,Yes
CUST202927,42,Month-to-Month,Standard,Bank Transfer,0,51.18,2142.51,59.2,1,3,0,No
CUST202928,22,Month-to-Month,Premium,Bank Transfer,0,98.96,2165.66,85.5,1,3,1,No
CUST202929,20,Month-to-Month,Basic,Bank Transfer,0,31.38,592.72,34.5,2,2,2,Yes
CUST202930,31,Month-to-Month,Premium,Credit Card,1,88.92,2713.8,97.1,1,5,1,No
CUST202931,18,Two Year,Basic,Credit Card,1,27.53,493.46,33.1,2,4,0,No
CUST202932,19,Month-to-Month,Premium,Bank Transfer,1,90.17,1578.09,75.2,0,4,2,Yes
CUST202933,31,Two Year,Standard,Credit Card,0,50.2,1470.26,57.4,3,3,2,No
CUST202934,64,Month-to-Month,Standard,Digital Wallet,0,61.18,3736.84,57.1,0,5,4,No
CUST202935,35,One Year,Standard,Credit Card,1,49.49,1690.1,66.4,1,4,0,No
CUST202936,13,One Year,Standard,Credit Card,1,55.45,664.91,42.4,2,4,1,Yes
CUST202937,47,Month-to-Month,Basic,Credit Card,1,27.74,1253.37,37.3,0,4,0,No
CUST202938,30,Month-to-Month,Standard,Credit Card,1,55.73,1661.01,48.4,0,3,1,No
CUST202939,31,Month-to-Month,Standard,Mailed Check,0,58.71,1696.91,62.2,0,4,0,No
CUST202940,37,One Year,Standard,Credit Card,1,55.7,1922.22,28.7,3,3,0,No
CUST202941,21,Two Year,Standard,Credit Card,1,55.09,1103.51,58.9,0,4,3,No
CUST202942,54,Month-to-Month,Standard,Credit Card,0,51.3,2681.17,40.7,1,4,1,No
CUST202943,31,Month-to-Month,Premium,Digital Wallet,1,88.86,2693.89,77.5,2,2,0,No
CUST202944,31,Month-to-Month,Standard,Credit Card,1,52.81,1618.95,46.9,2,4,1,No
CUST202945,29,Two Year,Basic,Bank Transfer,0,25.21,711.69,29.2,2,4,0,No
CUST202946,57,Month-to-Month,Premium,Digital Wallet,1,90.9,4798.93,69.9,2,4,1,No
CUST202947,10,Month-to-Month,Standard,Mailed Check,1,52.39,486.98,54.9,0,4,1,Yes
CUST202948,45,Two Year,Basic,Credit Card,1,19.35,855.24,24.9,2,5,3,No
CUST202949,7,Month-to-Month,Basic,Credit Card,0,20.51,139.21,3.9,2,5,0,No
CUST202950,21,Two Year,Standard,Credit Card,1,49.25,981.08,62.4,2,4,2,No
CUST202951,29,One Year,Basic,Digital Wallet,1,30.11,807.36,41.0,0,4,2,No
CUST202952,12,Two Year,Premium,Digital Wallet,0,93.86,1112.86,105.4,0,4,1,No
CUST202953,10,Month-to-Month,Basic,Digital Wallet,1,17.4,162.31,70.9,2,3,2,No
CUST202954,29,Two Year,Standard,Credit Card,1,51.35,1433.33,67.7,2,5,2,No
CUST202955,16,Month-to-Month,Standard,Credit Card,1,56.55,867.58,42.4,0,3,0,No
CUST202956,15,One Year,Basic,Bank Transfer,0,25.01,359.03,2.0,1,2,0,No
CUST202957,52,Month-to-Month,Basic,Digital Wallet,1,20.54,989.38,32.8,2,3,1,No
CUST202958,12,Month-to-Month,Basic,Digital Wallet,1,23.41,268.24,30.7,2,3,0,Yes
CUST202959,71,One Year,Standard,Bank Transfer,1,52.19,3638.0,31.6,4,5,2,No
CUST202960,5,One Year,Basic,Bank Transfer,1,35.36,172.95,21.9,1,4,1,No
CUST202961,15,Month-to-Month,Premium,Credit Card,0,84.77,1237.01,99.5,1,4,0,Yes
CUST202962,53,Month-to-Month,Premium,Credit Card,1,97.19,5132.83,98.7,5,4,1,Yes
CUST202963,28,One Year,Standard,Credit Card,1,44.64,1249.24,48.3,3,3,0,No
