Customer_ID,Tenure_Months,Contract_Type,Service_Tier,Payment_Method,Autopay_Enrolled,Monthly_Charges,Total_Charges,Avg_Monthly_Usage_GB,Num_Support_Tickets,Satisfaction_Score,Num_Addon_Services,Churn,Expected_Lifetime_Months,Projected_CLV,Cluster,Customer_Segment,Churn_Risk_Score,Churn_Risk_Tier,Retention_Priority
CUST202440,24,Month-to-Month,Basic,Credit Card,0,30.29,682.37,56.0,1,4,0,No,18,545.22,0,Loyal Steady,30.0,Medium,Standard
CUST202441,22,Month-to-Month,Premium,Bank Transfer,1,100.16,2163.45,78.6,1,3,3,Yes,18,1802.88,1,Champions,36.5,Medium,Standard
CUST202442,37,Month-to-Month,Standard,Credit Card,1,44.67,1637.01,48.0,2,4,0,No,18,804.06,0,Loyal Steady,29.8,Medium,Standard
CUST202443,28,Month-to-Month,Standard,Credit Card,1,55.32,1520.47,51.4,1,3,0,No,18,995.76,3,At Risk,39.2,Medium,Standard
CUST202444,39,Month-to-Month,Basic,Bank Transfer,0,18.69,711.61,22.8,2,4,3,Yes,18,336.42,0,Loyal Steady,18.8,Low,Standard
CUST202445,34,One Year,Standard,Bank Transfer,1,62.86,2068.63,62.4,1,4,2,No,34,2137.24,0,Loyal Steady,7.1,Low,Standard
CUST202446,28,Two Year,Standard,Credit Card,0,61.52,1721.16,46.8,2,3,0,No,52,3199.04,3,At Risk,22.3,Low,Standard
CUST202447,23,One Year,Standard,Bank Transfer,0,56.97,1222.74,66.3,0,2,1,No,34,1936.98,3,At Risk,25.0,Medium,Standard
CUST202448,21,Month-to-Month,Premium,Digital Wallet,1,73.02,1426.53,98.0,0,3,2,Yes,18,1314.36,1,Champions,37.2,Medium,Standard
CUST202449,28,Month-to-Month,Basic,Digital Wallet,1,32.48,844.35,13.6,2,4,2,Yes,18,584.64,0,Loyal Steady,21.5,Low,Standard
CUST202450,14,One Year,Standard,Bank Transfer,1,60.56,796.58,47.3,3,4,2,No,34,2059.04,0,Loyal Steady,18.4,Low,Standard
CUST202451,35,One Year,Standard,Digital Wallet,0,43.01,1432.12,50.1,0,4,0,No,34,1462.34,0,Loyal Steady,10.1,Low,Standard
CUST202452,15,Month-to-Month,Basic,Bank Transfer,0,15.0,209.02,26.5,0,4,3,No,18,270.0,0,Loyal Steady,19.5,Low,Standard
CUST202453,5,Month-to-Month,Premium,Digital Wallet,1,109.35,528.07,107.4,1,4,2,No,18,1968.3,1,Champions,40.2,Medium,Standard
CUST202454,5,Month-to-Month,Standard,Bank Transfer,0,43.26,203.64,65.8,1,3,1,No,18,778.68,3,At Risk,57.6,High,Standard
CUST202455,34,Month-to-Month,Standard,Digital Wallet,1,52.75,1680.95,20.4,2,3,0,No,18,949.5,3,At Risk,42.8,Medium,Standard
CUST202456,27,Month-to-Month,Basic,Credit Card,1,15.0,393.46,45.8,2,3,3,No,18,270.0,3,At Risk,29.0,Medium,Standard
CUST202457,8,Month-to-Month,Basic,Credit Card,1,27.24,213.15,13.7,1,3,1,No,18,490.32,3,At Risk,39.3,Medium,Standard
CUST202458,13,Month-to-Month,Standard,Digital Wallet,1,60.45,770.93,43.1,3,4,0,Yes,18,1088.1,0,Loyal Steady,51.1,High,Standard
CUST202459,40,One Year,Standard,Credit Card,0,48.25,1830.22,58.5,1,1,0,Yes,34,1640.5,3,At Risk,36.6,Medium,Standard
CUST202460,15,Month-to-Month,Standard,Bank Transfer,1,60.98,847.04,29.5,0,1,3,No,18,1097.64,3,At Risk,51.6,High,Standard
CUST202461,32,One Year,Basic,Bank Transfer,0,15.25,483.27,45.3,1,3,0,No,34,518.5,3,At Risk,15.9,Low,Standard
CUST202462,27,Two Year,Premium,Digital Wallet,0,83.81,2189.39,98.5,1,5,2,No,52,4358.12,1,Champions,7.6,Low,Standard
CUST202463,14,Month-to-Month,Premium,Digital Wallet,0,93.31,1275.44,75.7,1,3,2,Yes,18,1679.58,1,Champions,54.1,High,Standard
CUST202464,15,Two Year,Premium,Mailed Check,1,102.49,1528.16,108.9,1,3,2,No,52,5329.48,1,Champions,23.0,Low,Standard
CUST202465,20,Month-to-Month,Premium,Credit Card,1,94.25,1829.06,69.7,2,5,1,No,18,1696.5,1,Champions,29.4,Medium,Standard
CUST202466,72,Month-to-Month,Basic,Digital Wallet,1,22.54,1493.67,23.5,4,3,2,No,18,405.72,2,Low Engagement,21.5,Low,Standard
CUST202467,72,Month-to-Month,Premium,Credit Card,1,96.04,6713.47,102.9,1,3,0,No,18,1728.72,1,Champions,21.7,Low,Standard
CUST202468,45,Month-to-Month,Standard,Credit Card,1,62.45,2601.22,49.7,1,4,0,No,18,1124.1,2,Low Engagement,19.9,Low,Standard
CUST202469,6,Month-to-Month,Standard,Bank Transfer,1,58.9,335.68,69.8,3,2,0,No,18,1060.2,3,At Risk,77.2,Very High,Standard
CUST202470,46,One Year,Standard,Credit Card,1,50.06,2123.56,56.5,0,4,1,No,34,1702.04,2,Low Engagement,4.9,Low,Standard
CUST202471,58,Two Year,Standard,Digital Wallet,0,64.63,3564.65,26.3,0,5,2,No,52,3360.76,2,Low Engagement,1.9,Low,Standard
CUST202472,26,Month-to-Month,Premium,Mailed Check,1,90.03,2328.28,86.5,1,2,0,No,18,1620.54,1,Champions,67.4,Very High,Standard
CUST202473,21,Month-to-Month,Basic,Credit Card,1,31.71,635.81,46.9,3,3,2,No,18,570.78,3,At Risk,42.0,Medium,Standard
CUST202474,9,Two Year,Basic,Credit Card,1,25.24,213.87,26.3,0,3,1,No,52,1312.48,3,At Risk,10.9,Low,Standard
CUST202475,15,Month-to-Month,Basic,Bank Transfer,0,20.85,307.55,33.2,1,3,1,Yes,18,375.3,3,At Risk,42.7,Medium,Standard
CUST202476,14,Month-to-Month,Premium,Digital Wallet,0,101.05,1304.88,92.2,1,4,0,No,18,1818.9,1,Champions,49.9,High,Standard
CUST202477,49,One Year,Basic,Digital Wallet,0,24.11,1112.97,16.0,2,3,2,No,34,819.74,2,Low Engagement,10.5,Low,Standard
CUST202478,23,One Year,Standard,Bank Transfer,1,53.41,1164.67,56.0,1,4,3,No,34,1815.94,0,Loyal Steady,8.0,Low,Standard
CUST202479,4,Month-to-Month,Standard,Digital Wallet,1,61.88,241.36,71.2,0,4,0,No,18,1113.84,0,Loyal Steady,36.1,Medium,Standard
CUST202480,21,Month-to-Month,Basic,Bank Transfer,0,22.39,461.73,18.9,1,3,0,Yes,18,403.02,3,At Risk,42.5,Medium,Standard
CUST202481,15,Month-to-Month,Basic,Digital Wallet,0,26.6,397.59,28.6,1,4,1,No,18,478.8,0,Loyal Steady,31.6,Medium,Standard
CUST202482,32,One Year,Standard,Credit Card,1,66.54,2080.0,59.7,1,4,0,No,34,2262.36,0,Loyal Steady,10.1,Low,Standard
CUST202483,42,One Year,Basic,Bank Transfer,1,23.04,895.59,5.8,2,3,1,No,34,783.36,2,Low Engagement,10.5,Low,Standard
CUST202484,11,Two Year,Basic,Mailed Check,0,34.43,373.56,23.7,2,4,0,No,52,1790.36,0,Loyal Steady,21.3,Low,Standard
CUST202485,25,Month-to-Month,Basic,Credit Card,1,28.14,667.93,31.6,2,2,3,No,18,506.52,3,At Risk,40.4,Medium,Standard
CUST202486,72,Month-to-Month,Standard,Credit Card,0,51.69,3585.64,80.5,2,3,1,No,18,930.42,2,Low Engagement,24.9,Medium,Standard
CUST202487,21,Two Year,Standard,Bank Transfer,1,57.46,1154.88,95.8,2,3,2,No,52,2987.92,1,Champions,16.3,Low,Standard
CUST202488,27,Month-to-Month,Basic,Credit Card,0,22.17,583.89,15.6,0,4,1,No,18,399.06,0,Loyal Steady,19.6,Low,Standard
CUST202489,9,Month-to-Month,Basic,Bank Transfer,1,22.19,187.16,39.5,1,3,1,No,18,399.42,3,At Risk,39.5,Medium,Standard
CUST202490,72,Month-to-Month,Basic,Bank Transfer,0,28.27,1928.3,39.3,1,2,0,No,18,508.86,2,Low Engagement,25.3,Medium,Standard
CUST202491,16,Month-to-Month,Standard,Bank Transfer,0,45.11,701.17,78.7,2,3,2,No,18,811.98,3,At Risk,54.1,High,Standard
CUST202492,46,One Year,Standard,Digital Wallet,0,48.46,2215.27,61.1,1,3,0,No,34,1647.64,2,Low Engagement,15.9,Low,Standard
CUST202493,14,Two Year,Premium,Digital Wallet,0,99.74,1347.38,136.0,1,3,1,No,52,5186.48,1,Champions,27.2,Medium,Standard
CUST202494,9,Month-to-Month,Standard,Mailed Check,1,51.49,431.03,60.6,1,4,1,Yes,18,926.82,0,Loyal Steady,43.3,Medium,Standard
CUST202495,27,Month-to-Month,Standard,Credit Card,1,68.08,1702.62,52.1,0,3,1,No,18,1225.44,3,At Risk,28.9,Medium,Standard
CUST202496,57,Two Year,Standard,Credit Card,1,31.91,1724.11,24.5,1,4,0,No,52,1659.32,2,Low Engagement,4.6,Low,Standard
CUST202497,13,Month-to-Month,Standard,Credit Card,0,53.39,653.94,46.0,1,2,3,Yes,18,961.02,3,At Risk,55.8,High,Standard
CUST202498,11,Month-to-Month,Basic,Bank Transfer,1,15.0,151.95,13.4,3,3,1,No,18,270.0,3,At Risk,52.3,High,Standard
CUST202499,11,Month-to-Month,Basic,Credit Card,1,17.04,182.09,28.6,2,2,2,No,18,306.72,3,At Risk,53.9,High,Standard
CUST202500,15,Two Year,Standard,Digital Wallet,0,64.56,903.7,53.1,2,2,0,No,52,3357.12,3,At Risk,40.8,Medium,Standard
CUST202501,19,Month-to-Month,Basic,Credit Card,1,27.63,507.89,44.8,2,5,2,No,18,497.34,0,Loyal Steady,17.3,Low,Standard
CUST202502,11,Two Year,Standard,Credit Card,0,55.61,564.42,69.9,4,2,2,No,52,2891.72,3,At Risk,49.4,High,Priority Save
CUST202503,8,One Year,Standard,Bank Transfer,0,55.42,424.87,66.4,0,3,1,No,34,1884.28,3,At Risk,22.9,Low,Standard
CUST202504,32,Month-to-Month,Standard,Digital Wallet,0,49.82,1480.41,37.9,0,3,1,Yes,18,896.76,3,At Risk,33.8,Medium,Standard
CUST202505,30,One Year,Basic,Digital Wallet,1,23.67,683.9,19.3,2,3,1,No,34,804.78,3,At Risk,14.5,Low,Standard
CUST202506,32,Month-to-Month,Standard,Credit Card,0,57.88,1770.65,80.7,0,5,0,No,18,1041.84,0,Loyal Steady,17.9,Low,Standard
CUST202507,4,Month-to-Month,Standard,Digital Wallet,1,47.61,180.95,68.1,0,5,0,No,18,856.98,0,Loyal Steady,26.0,Medium,Standard
CUST202508,66,Two Year,Premium,Mailed Check,0,93.3,5940.4,98.3,2,3,1,No,52,4851.6,1,Champions,14.8,Low,Standard
CUST202509,10,One Year,Premium,Digital Wallet,1,85.0,849.66,72.3,2,3,0,No,34,2890.0,1,Champions,37.5,Medium,Standard
CUST202510,58,Month-to-Month,Premium,Credit Card,1,77.23,4169.47,104.5,3,3,2,Yes,18,1390.14,1,Champions,34.7,Medium,Standard
CUST202511,39,One Year,Basic,Bank Transfer,0,21.3,801.95,35.3,3,4,1,No,34,724.2,0,Loyal Steady,12.4,Low,Standard
CUST202512,10,One Year,Standard,Bank Transfer,0,47.13,452.71,39.5,1,5,0,No,34,1602.42,0,Loyal Steady,13.8,Low,Standard
CUST202513,13,One Year,Basic,Credit Card,1,17.22,211.9,2.0,1,3,4,No,34,585.48,3,At Risk,10.1,Low,Standard
CUST202514,41,Month-to-Month,Standard,Credit Card,1,53.72,2173.73,66.0,1,2,1,No,18,966.96,3,At Risk,39.9,Medium,Standard
CUST202515,12,One Year,Premium,Credit Card,0,95.61,1068.12,80.7,2,3,2,No,34,3250.74,1,Champions,34.0,Medium,Standard
CUST202516,11,Month-to-Month,Basic,Digital Wallet,0,28.01,295.7,40.9,1,5,1,No,18,504.18,0,Loyal Steady,23.9,Low,Standard
CUST202517,30,Month-to-Month,Standard,Bank Transfer,1,64.36,1804.06,56.8,1,4,1,No,18,1158.48,0,Loyal Steady,23.5,Low,Standard
CUST202518,23,Two Year,Standard,Digital Wallet,0,44.78,999.34,70.2,0,4,3,No,52,2328.56,0,Loyal Steady,6.9,Low,Standard
CUST202519,20,Two Year,Premium,Credit Card,1,101.35,1936.19,101.2,2,3,1,No,52,5270.2,1,Champions,22.8,Low,Standard
CUST202520,16,Month-to-Month,Basic,Bank Transfer,0,26.05,403.69,3.4,2,4,1,No,18,468.9,0,Loyal Steady,35.9,Medium,Standard
CUST202521,10,Month-to-Month,Premium,Bank Transfer,1,95.14,900.14,125.0,2,5,0,Yes,18,1712.52,1,Champions,40.2,Medium,Standard
CUST202522,29,Month-to-Month,Basic,Digital Wallet,1,30.79,885.12,27.0,2,4,2,No,18,554.22,0,Loyal Steady,21.4,Low,Standard
CUST202523,30,Month-to-Month,Premium,Bank Transfer,0,100.32,2981.73,82.0,3,4,2,Yes,18,1805.76,1,Champions,44.5,High,Standard
CUST202524,12,Month-to-Month,Basic,Digital Wallet,1,34.68,413.81,2.0,1,4,0,No,18,624.24,0,Loyal Steady,29.6,Medium,Standard
CUST202525,17,Month-to-Month,Basic,Digital Wallet,0,15.1,255.04,40.4,1,3,0,Yes,18,271.8,3,At Risk,47.2,High,Standard
CUST202526,48,Month-to-Month,Standard,Digital Wallet,0,51.85,2383.75,74.4,1,4,0,No,18,933.3,2,Low Engagement,25.2,Medium,Standard
CUST202527,24,Month-to-Month,Basic,Credit Card,1,28.92,646.75,47.2,1,4,2,No,18,520.56,0,Loyal Steady,18.6,Low,Standard
CUST202528,31,One Year,Basic,Credit Card,1,24.36,751.74,24.7,5,3,0,Yes,34,828.24,3,At Risk,31.1,Medium,Standard
CUST202529,32,Month-to-Month,Standard,Bank Transfer,1,50.71,1558.38,57.5,0,4,0,No,18,912.78,0,Loyal Steady,21.0,Low,Standard
CUST202530,32,Two Year,Premium,Bank Transfer,1,97.07,3002.09,78.7,0,3,0,No,52,5047.64,1,Champions,12.3,Low,Standard
CUST202531,29,Month-to-Month,Standard,Bank Transfer,0,63.2,1818.5,21.7,1,3,2,Yes,18,1137.6,3,At Risk,36.2,Medium,Standard
CUST202532,8,Two Year,Basic,Digital Wallet,1,30.02,234.71,13.4,0,3,2,No,52,1561.04,3,At Risk,9.7,Low,Standard
CUST202533,11,One Year,Standard,Bank Transfer,0,47.65,483.64,45.0,1,3,0,No,34,1620.1,3,At Risk,30.1,Medium,Standard
CUST202534,17,Two Year,Standard,Digital Wallet,0,53.98,850.97,67.3,0,4,2,No,52,2806.96,0,Loyal Steady,9.0,Low,Standard
CUST202535,24,Month-to-Month,Standard,Digital Wallet,0,58.49,1387.07,62.4,2,2,1,No,18,1052.82,3,At Risk,65.2,Very High,Standard
CUST202536,23,Month-to-Month,Standard,Bank Transfer,1,60.45,1338.24,52.1,2,2,3,No,18,1088.1,3,At Risk,49.2,High,Standard
CUST202537,38,One Year,Standard,Credit Card,1,57.66,2035.01,39.9,2,3,3,No,34,1960.44,3,At Risk,11.4,Low,Standard
CUST202538,43,Month-to-Month,Premium,Digital Wallet,0,92.24,3665.69,101.5,3,3,1,No,18,1660.32,1,Champions,55.2,High,Standard
CUST202539,33,Month-to-Month,Premium,Digital Wallet,1,87.72,2765.17,98.5,2,4,1,No,18,1578.96,1,Champions,35.1,Medium,Standard
CUST202540,16,Month-to-Month,Premium,Credit Card,0,98.42,1531.1,100.2,2,2,2,Yes,18,1771.56,1,Champions,70.8,Very High,Standard
CUST202541,33,Month-to-Month,Basic,Bank Transfer,1,18.43,607.31,75.5,2,3,2,Yes,18,331.74,3,At Risk,29.7,Medium,Standard
CUST202542,18,One Year,Standard,Credit Card,1,42.01,745.22,56.6,3,4,0,No,34,1428.34,0,Loyal Steady,23.2,Low,Standard
CUST202543,38,Month-to-Month,Standard,Credit Card,1,53.96,1963.63,61.8,3,3,0,No,18,971.28,3,At Risk,47.7,High,Standard
CUST202544,1,Month-to-Month,Standard,Digital Wallet,1,47.98,44.23,66.4,1,1,5,Yes,18,863.64,3,At Risk,62.2,High,Standard
CUST202545,40,One Year,Premium,Bank Transfer,1,91.27,3435.07,94.3,6,4,2,Yes,34,3103.18,1,Champions,27.3,Medium,Standard
CUST202546,26,Two Year,Premium,Digital Wallet,1,100.2,2412.06,80.5,4,3,0,Yes,52,5210.4,1,Champions,35.4,Medium,Standard
CUST202547,19,Month-to-Month,Basic,Bank Transfer,0,23.21,425.01,34.0,1,3,1,Yes,18,417.78,3,At Risk,40.1,Medium,Standard
CUST202548,29,Month-to-Month,Standard,Bank Transfer,1,53.08,1419.88,58.3,2,4,2,Yes,18,955.44,0,Loyal Steady,26.8,Medium,Standard
CUST202549,41,Month-to-Month,Basic,Mailed Check,1,16.56,677.85,18.5,0,5,1,No,18,298.08,0,Loyal Steady,9.9,Low,Standard
CUST202550,36,Two Year,Standard,Bank Transfer,1,61.15,2132.8,64.0,3,3,0,Yes,52,3179.8,3,At Risk,19.2,Low,Standard
CUST202551,72,Month-to-Month,Basic,Bank Transfer,0,15.99,1112.1,33.9,1,4,0,No,18,287.82,2,Low Engagement,11.2,Low,Standard
CUST202552,19,One Year,Premium,Bank Transfer,1,95.63,1745.02,97.2,2,4,0,No,34,3251.42,1,Champions,21.7,Low,Standard
CUST202553,30,Month-to-Month,Standard,Digital Wallet,1,61.02,1796.47,54.1,2,3,0,Yes,18,1098.36,3,At Risk,45.9,High,Standard
CUST202554,60,Two Year,Basic,Credit Card,1,29.94,1665.29,35.6,0,4,1,No,52,1556.88,2,Low Engagement,2.0,Low,Standard
CUST202555,12,Month-to-Month,Standard,Credit Card,1,57.37,686.46,30.2,1,3,0,Yes,18,1032.66,3,At Risk,48.5,High,Standard
CUST202556,42,One Year,Standard,Credit Card,1,59.24,2483.54,47.0,2,3,0,No,34,2014.16,2,Low Engagement,16.2,Low,Standard
CUST202557,17,Month-to-Month,Premium,Digital Wallet,1,95.77,1586.0,79.8,3,3,0,No,18,1723.86,1,Champions,67.2,Very High,Standard
CUST202558,4,Two Year,Standard,Bank Transfer,0,49.44,197.39,48.5,1,4,0,No,52,2570.88,0,Loyal Steady,19.6,Low,Standard
CUST202559,35,Month-to-Month,Standard,Credit Card,1,54.85,1838.37,68.9,2,3,0,Yes,18,987.3,3,At Risk,42.5,Medium,Standard
CUST202560,14,One Year,Standard,Bank Transfer,0,46.8,618.52,56.7,2,2,2,Yes,34,1591.2,3,At Risk,39.1,Medium,Standard
CUST202561,28,One Year,Standard,Bank Transfer,1,65.77,1765.05,53.6,1,4,2,No,34,2236.18,0,Loyal Steady,8.1,Low,Standard
CUST202562,19,Month-to-Month,Basic,Credit Card,1,30.84,554.05,46.1,1,4,1,No,18,555.12,0,Loyal Steady,23.3,Low,Standard
CUST202563,17,Month-to-Month,Basic,Credit Card,0,20.19,334.6,25.3,2,3,2,Yes,18,363.42,3,At Risk,44.4,High,Standard
CUST202564,10,Month-to-Month,Standard,Mailed Check,1,63.05,600.32,70.0,1,3,3,No,18,1134.9,3,At Risk,46.5,High,Standard
CUST202565,3,One Year,Basic,Credit Card,1,30.6,85.68,39.4,2,2,2,No,34,1040.4,3,At Risk,31.3,Medium,Standard
CUST202566,21,Month-to-Month,Premium,Digital Wallet,1,95.15,1910.38,83.3,0,5,1,No,18,1712.7,1,Champions,19.3,Low,Standard
CUST202567,61,Month-to-Month,Standard,Bank Transfer,1,64.15,3862.31,28.3,0,4,1,No,18,1154.7,2,Low Engagement,9.2,Low,Standard
CUST202568,28,Month-to-Month,Premium,Credit Card,0,96.18,2620.27,87.7,3,3,1,No,18,1731.24,1,Champions,62.8,High,Standard
CUST202569,10,Month-to-Month,Basic,Credit Card,0,31.03,305.15,2.0,3,4,0,Yes,18,558.54,0,Loyal Steady,50.6,High,Standard
CUST202570,18,Month-to-Month,Standard,Mailed Check,0,57.44,974.07,70.5,1,2,1,Yes,18,1033.92,3,At Risk,68.9,Very High,Standard
CUST202571,20,Month-to-Month,Basic,Bank Transfer,0,20.35,398.8,39.8,2,4,0,No,18,366.3,0,Loyal Steady,38.7,Medium,Standard
CUST202572,65,One Year,Basic,Credit Card,0,15.92,982.93,58.1,0,4,2,No,34,541.28,2,Low Engagement,2.6,Low,Standard
CUST202573,33,One Year,Basic,Credit Card,0,29.04,906.23,25.0,2,3,1,No,34,987.36,3,At Risk,16.6,Low,Standard
CUST202574,60,Two Year,Standard,Credit Card,0,53.8,3080.09,46.6,2,2,1,No,52,2797.6,2,Low Engagement,15.3,Low,Standard
CUST202575,10,One Year,Premium,Digital Wallet,1,95.85,929.13,116.6,2,2,4,Yes,34,3258.9,1,Champions,34.4,Medium,Standard
CUST202576,32,Two Year,Premium,Credit Card,1,95.29,2924.44,100.5,2,3,1,No,52,4955.08,1,Champions,18.1,Low,Standard
CUST202577,15,Month-to-Month,Standard,Digital Wallet,0,61.11,899.01,57.9,1,1,0,Yes,18,1099.98,3,At Risk,77.3,Very High,Standard
CUST202578,61,Month-to-Month,Basic,Credit Card,1,25.89,1574.9,13.7,1,5,4,No,18,466.02,2,Low Engagement,3.6,Low,Standard
CUST202579,31,Month-to-Month,Premium,Credit Card,0,92.46,2814.96,112.1,3,4,2,No,18,1664.28,1,Champions,45.4,High,Standard
CUST202580,6,Month-to-Month,Standard,Bank Transfer,1,56.06,318.51,74.0,2,4,0,No,18,1009.08,0,Loyal Steady,48.2,High,Standard
CUST202581,17,Month-to-Month,Basic,Digital Wallet,0,24.74,394.54,26.3,1,3,1,No,18,445.32,3,At Risk,42.2,Medium,Standard
CUST202582,10,One Year,Standard,Digital Wallet,1,52.38,519.31,74.8,0,5,3,No,34,1780.92,0,Loyal Steady,5.6,Low,Standard
CUST202583,13,Month-to-Month,Standard,Credit Card,0,52.77,633.76,37.7,2,2,1,No,18,949.86,3,At Risk,70.1,Very High,Standard
CUST202584,39,Month-to-Month,Standard,Credit Card,0,57.15,2121.66,45.0,1,5,0,Yes,18,1028.7,0,Loyal Steady,19.0,Low,Standard
CUST202585,11,Month-to-Month,Standard,Credit Card,1,61.2,665.08,58.2,2,4,1,Yes,18,1101.6,0,Loyal Steady,40.4,Medium,Standard
CUST202586,44,Two Year,Basic,Credit Card,1,29.76,1286.96,27.6,1,5,1,No,52,1547.52,0,Loyal Steady,2.4,Low,Standard
CUST202587,59,Month-to-Month,Standard,Bank Transfer,1,51.07,2850.06,56.8,1,2,2,Yes,18,919.26,2,Low Engagement,26.0,Medium,Standard
CUST202588,37,Two Year,Premium,Credit Card,1,92.42,3345.06,94.8,0,4,2,No,52,4805.84,1,Champions,5.3,Low,Standard
CUST202589,11,Two Year,Basic,Digital Wallet,1,17.81,195.08,8.9,1,3,2,No,52,926.12,3,At Risk,12.0,Low,Standard
CUST202590,19,One Year,Standard,Mailed Check,1,60.4,1073.29,41.7,2,4,2,No,34,2053.6,0,Loyal Steady,17.2,Low,Standard
CUST202591,18,Two Year,Basic,Credit Card,1,24.37,410.0,25.6,0,4,1,No,52,1267.24,0,Loyal Steady,5.5,Low,Standard
CUST202592,8,Two Year,Standard,Mailed Check,1,60.55,472.25,47.9,3,3,0,Yes,52,3148.6,3,At Risk,40.2,Medium,Standard
CUST202593,54,One Year,Standard,Credit Card,1,53.17,2813.02,48.6,1,3,1,No,34,1807.78,2,Low Engagement,8.4,Low,Standard
CUST202594,38,One Year,Premium,Credit Card,0,94.76,3555.69,99.0,1,3,0,No,34,3221.84,1,Champions,22.1,Low,Standard
CUST202595,7,Month-to-Month,Standard,Mailed Check,0,56.24,364.79,54.1,0,3,3,Yes,18,1012.32,3,At Risk,48.3,High,Standard
CUST202596,19,Month-to-Month,Standard,Credit Card,1,49.38,868.66,43.8,1,4,0,No,18,888.84,0,Loyal Steady,33.0,Medium,Standard
CUST202597,72,Month-to-Month,Premium,Digital Wallet,1,90.77,6365.21,72.0,2,3,1,No,18,1633.86,2,Low Engagement,24.2,Low,Standard
CUST202598,21,Month-to-Month,Premium,Digital Wallet,1,94.53,1972.65,110.7,4,2,0,Yes,18,1701.54,1,Champions,81.0,Very High,Standard
CUST202599,25,Month-to-Month,Premium,Digital Wallet,1,95.52,2368.51,97.9,2,4,1,Yes,18,1719.36,1,Champions,39.5,Medium,Standard
CUST202600,6,Month-to-Month,Standard,Digital Wallet,1,56.3,326.75,61.2,1,4,3,No,18,1013.4,0,Loyal Steady,30.3,Medium,Standard
CUST202601,34,One Year,Standard,Bank Transfer,0,48.92,1594.3,55.3,2,3,1,Yes,34,1663.28,3,At Risk,21.5,Low,Standard
CUST202602,32,Month-to-Month,Standard,Bank Transfer,1,48.14,1465.87,45.6,0,5,0,No,18,866.52,0,Loyal Steady,13.8,Low,Standard
CUST202603,16,One Year,Premium,Credit Card,0,98.84,1510.17,70.5,2,2,0,No,34,3360.56,1,Champions,51.4,High,Priority Save
CUST202604,22,Month-to-Month,Premium,Credit Card,1,89.22,1810.86,103.3,2,3,0,Yes,18,1605.96,1,Champions,57.4,High,Standard
CUST202605,15,Month-to-Month,Standard,Bank Transfer,0,55.72,806.14,45.0,2,2,1,No,18,1002.96,3,At Risk,68.9,Very High,Standard
CUST202606,26,One Year,Premium,Mailed Check,1,91.12,2242.74,98.4,2,3,0,No,34,3098.08,1,Champions,35.3,Medium,Standard
CUST202607,19,Month-to-Month,Basic,Credit Card,0,27.19,509.43,18.2,3,4,1,No,18,489.42,0,Loyal Steady,41.5,Medium,Standard
CUST202608,27,Month-to-Month,Standard,Credit Card,1,56.74,1463.3,67.7,2,3,3,No,18,1021.32,3,At Risk,35.3,Medium,Standard
CUST202609,7,Month-to-Month,Basic,Mailed Check,0,30.77,214.53,40.7,2,1,2,Yes,18,553.86,3,At Risk,79.8,Very High,Standard
CUST202610,4,One Year,Standard,Credit Card,1,65.25,255.47,69.1,0,4,1,No,34,2218.5,0,Loyal Steady,12.8,Low,Standard
CUST202611,44,Month-to-Month,Standard,Bank Transfer,0,48.46,1979.92,73.3,1,4,2,Yes,18,872.28,2,Low Engagement,20.4,Low,Standard
CUST202612,23,Month-to-Month,Basic,Credit Card,0,33.24,742.56,41.5,1,3,5,No,18,598.32,3,At Risk,23.5,Low,Standard
CUST202613,27,One Year,Basic,Credit Card,0,22.24,574.1,31.6,1,3,1,No,34,756.16,3,At Risk,15.1,Low,Standard
CUST202614,33,Month-to-Month,Standard,Digital Wallet,1,55.9,1787.81,57.8,0,5,2,No,18,1006.2,0,Loyal Steady,10.4,Low,Standard
CUST202615,59,One Year,Standard,Credit Card,0,55.94,3261.24,44.7,0,4,2,No,34,1901.96,2,Low Engagement,3.9,Low,Standard
CUST202616,42,Month-to-Month,Standard,Digital Wallet,1,52.06,2062.65,72.4,0,5,0,No,18,937.08,0,Loyal Steady,11.7,Low,Standard
CUST202617,30,One Year,Standard,Digital Wallet,1,63.81,1891.44,48.4,4,3,1,No,34,2169.54,3,At Risk,29.1,Medium,Standard
CUST202618,69,Month-to-Month,Standard,Bank Transfer,1,49.77,3415.49,76.5,1,5,1,No,18,895.86,2,Low Engagement,6.8,Low,Standard
CUST202619,33,Two Year,Basic,Credit Card,1,16.24,522.02,2.0,1,2,1,No,52,844.48,3,At Risk,12.7,Low,Standard
CUST202620,32,Two Year,Basic,Credit Card,1,28.31,879.79,18.4,1,3,1,No,52,1472.12,3,At Risk,8.2,Low,Standard
CUST202621,15,One Year,Premium,Bank Transfer,0,94.51,1394.06,95.6,3,4,1,No,34,3213.34,1,Champions,31.6,Medium,Standard
CUST202622,18,Month-to-Month,Premium,Credit Card,0,91.87,1612.0,102.9,1,1,1,Yes,18,1653.66,1,Champions,77.4,Very High,Standard
CUST202623,45,One Year,Standard,Bank Transfer,1,66.18,2872.85,63.2,4,3,1,Yes,34,2250.12,2,Low Engagement,21.3,Low,Standard
CUST202624,43,Two Year,Standard,Bank Transfer,1,51.7,2189.66,56.8,0,4,0,No,52,2688.4,2,Low Engagement,4.8,Low,Standard
